station_id,metro_trips,Motivo no Destino e Zona de Origem -  residencia ,empregos,Viagens Diárias Atraídas por Motivo e Zona de Destino –Refeição,emprego Creditícios Financeiro,Funcionário Público,Viagens Diárias Atraídas por Motivo no Destino e Zona de Destino - residencia ,Viagens Diárias Atraídas por Motivo e Zona de Destino – Lazer,emprego servicos -  Administração Pública,Viagens Diárias Atraídas por Motivo e Zona de Destino –assuntos Pessoais,renda até 2.640
2,49087.2320241361,55047.13234892117,36004.9994805414,2050.4529752303843,993.4565696373196,2428.4093417825998,15457.838573542345,2635.046992698912,1689.2372699891746,2954.1474288004283,477.24134324180284
3,19939.310500212658,41789.24947224202,22822.496531330835,767.1135958103736,998.5972709316418,915.6362910379835,10003.794170110035,2259.406805070682,926.0432784002461,2363.0744772310713,561.5673033673394
5,17311.095764448437,32702.417423427796,26267.864704435393,828.4391490463191,1407.672975176018,247.93690716938522,6954.409739199644,1819.311620382958,336.967180850968,1576.9979450011467,321.7057804182739
6,11483.248168507529,16722.761681183078,11879.353392431129,506.70561642954334,367.13430399682437,73.91071719648609,17556.327019648405,3280.345080110443,0.7435023104129165,1861.0745638394276,1922.3916483136104
7,41968.92173443932,34945.13034111198,23808.069647556906,240.04913454228404,640.2782379252145,450.55074451250755,18246.0755273676,2091.5797606598853,144.97197909396144,2440.39837873717,781.7306082163442
9,199571.62018195394,174486.71502320442,147448.57695104505,12304.870795042209,10704.159260619255,20834.97290638499,47611.78287994675,12213.300294194407,24542.713005335576,24571.789631283493,6573.810328828245
11,34442.453138167555,38445.30453987168,24193.334652107904,482.55131052081737,606.5215085507252,2547.35982337542,9431.802171192954,1751.9249857091277,2668.4322668814125,2105.010935078123,2071.4075140625114
12,13211.30920085222,22618.97784213932,8570.000416730123,160.64794940166874,6.79176937172912,186.77630532997236,27318.29396580188,2091.418128967334,134.3297808069454,2785.1416736058163,7903.075632590273
14,18546.58847621775,28129.58738872943,16446.30615521609,171.4921084625327,869.6840322707775,294.45382512276376,15333.436495295788,2036.908279289192,179.7184238558412,1853.6534370285785,814.654900575293
16,15648.503129929235,30512.505534226657,24006.502787740585,719.018893095927,1255.9423767516425,247.12450265726488,6694.112292118734,1708.7404656381962,370.4557622991415,1631.2983548458828,303.4289877501419
